org,analysis,notebook,index,cell,name,mark,total,percent
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,29,19.2,sort,✔️,22,0.44
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,30,19.3,trim by quantitative threshold,✔️,18,0.36
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,31,20,explore dynamic network flow,✔️,2,0.04
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,32,20.1,visualize data,✔️,26,0.52
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,33,20.2,outer join,✔️,24,0.48
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,34,20.2,lossy join,✔️,1,0.02
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,35,21,group by variable,✔️,27,0.54
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,36,21.1,aggregate,✔️,23,0.46
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,37,21.2,fill in na values after an outer join,✔️,5,0.1
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,38,21.3,figure a rate,✔️,23,0.46
buzzfeednews,2015-11-refugees-in-the-united-states,us-refugee-analysis.ipynb,39,21.4,sort,✔️,22,0.44
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,0,title,explore dynamic network flow,✔️,2,0.04
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,1,2,canonicalize variable names,✔️,31,0.62
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,2,3,load,✔️,42,0.84
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,3,3,load,✔️,42,0.84
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,4,4,construct data manually,✔️,7,0.14
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,5,5,create lookup table,✔️,6,0.12
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,6,5,trim by categorical value,✔️,22,0.44
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,7,5.1,create a unique key,✔️,11,0.22
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,8,7,govt data portal,✔️,11,0.22
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,9,6,canonicalize variable names,✔️,31,0.62
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,10,7,change var type,✔️,34,0.68
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,11,7,load,✔️,42,0.84
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,12,9,peek at data,✔️,19,0.38
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,13,10,trim by categorical value,✔️,22,0.44
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,14,10.1,create child table,✔️,18,0.36
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,15,11,construct a subroutine,✔️,14,0.28
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,16,11,change var type,✔️,34,0.68
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,17,14,parse variable,✔️,15,0.3
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,18,14,replace na values,✔️,12,0.24
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,19,14.1,parse variable,✔️,15,0.3
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,20,15,create soft key,✔️,5,0.1
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,21,17,construct a subroutine,✔️,14,0.28
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,22,17,group by variable,✔️,27,0.54
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,23,17.1,aggregate,✔️,23,0.46
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,24,17.2,spread table,✔️,5,0.1
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,25,19,construct a subroutine,✔️,14,0.28
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,26,19,trim by quantitative threshold,✔️,18,0.36
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,27,17.3,replace na values,✔️,12,0.24
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,28,20,construct data manually,✔️,7,0.14
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,29,20,construct data manually,✔️,7,0.14
buzzfeednews,2016-04-republican-donor-movements,donor-movement-analysis.ipynb,30,21,construct data pipeline,✔️,8,0.16
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,0,paragraph 1,lookup table values,✔️,6,0.12
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,1,1,load,✔️,42,0.84
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,2,first cell,use another news orgs data,✔️,2,0.04
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,3,2,canonicalize variable names,✔️,31,0.62
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,4,3,calculate spread,✔️,11,0.22
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,5,4,trim by categorical value,✔️,22,0.44
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,6,4.1,remove incomplete data,✔️,13,0.26
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,7,5,visualize data,✔️,26,0.52
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,8,5,wrangle data for graphics,✔️,20,0.4
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,9,6,visualize data,✔️,26,0.52
buzzfeednews,2016-09-shy-trumpers,shy-trumpers.nb,10,7,visualize data,✔️,26,0.52
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,0,paragraph 1,compare groups,✔️,27,0.54
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,1,paragraph 1,identify extreme values,✔️,9,0.18
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,2,2,use academic data,✔️,1,0.02
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,3,2,load,✔️,42,0.84
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,4,3,construct a subroutine,✔️,14,0.28
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,5,3.1,load,✔️,42,0.84
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,6,3.2,remove non-data rows,✔️,6,0.12
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,7,3.3,replace na values,✔️,12,0.24
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,8,3.4,canonicalize variable names,✔️,31,0.62
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,9,3.5,remove incomplete data,✔️,13,0.26
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,10,3.6,change var type,✔️,34,0.68
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,11,3.7,remove variables,✔️,31,0.62
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,12,3.8,export,✔️,32,0.64
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,13,4,union datasets,✔️,18,0.36
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,14,5,sort,✔️,22,0.44
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,15,6,create a unique key,✔️,11,0.22
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,16,5,peek at data,✔️,19,0.38
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,17,5,parse variable,✔️,15,0.3
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,18,8,load,✔️,42,0.84
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,19,8,canonicalize variable names,✔️,31,0.62
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,20,9,align variables,✔️,8,0.16
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,21,11,calculate spread,✔️,11,0.22
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,22,11,calculate spread,✔️,11,0.22
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,23,13,outer join,✔️,24,0.48
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,24,14,peek at data,✔️,19,0.38
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,25,15,create a unique key,✔️,11,0.22
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,26,17,group by variable,✔️,27,0.54
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,27,17,get extreme values,✔️,3,0.06
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,28,16,spread table,✔️,5,0.1
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,29,16,cross tabulate,✔️,9,0.18
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,30,15,rolling window calculation,✔️,3,0.06
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,31,18,get extreme values,✔️,3,0.06
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,32,18,trim by date range,✔️,16,0.32
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,33,18,create a unique key,✔️,11,0.22
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,34,18,aggregate,✔️,23,0.46
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,35,19,describe statistically,✔️,8,0.16
buzzfeednews,2016-11-bellwether-counties,county-predictiveness.ipynb,36,20,trim by quantitative threshold,✔️,18,0.36
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,0,paragraph 1,govt data portal,✔️,11,0.22
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,1,2,load,✔️,42,0.84
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,2,3,load,✔️,42,0.84
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,3,4,construct a subroutine,✔️,14,0.28
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,4,4,load,✔️,42,0.84
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,5,4,remove variables,✔️,31,0.62
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,6,4,align variables,✔️,8,0.16
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,7,5,union datasets,✔️,18,0.36
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,8,5,peek at data,✔️,19,0.38
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,9,6,outer join,✔️,24,0.48
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,10,6,figure a rate,✔️,23,0.46
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,11,6,sort,✔️,22,0.44
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,12,7,create soft key,✔️,5,0.1
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,13,7,construct a subroutine,✔️,14,0.28
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,14,7,change var type,✔️,34,0.68
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,15,7,standardize categorical variables,✔️,5,0.1
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,16,7,format values,✔️,15,0.3
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,17,7,trim by categorical value,✔️,22,0.44
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,18,8,remove variables,✔️,31,0.62
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,19,9,union datasets,✔️,18,0.36
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,20,9,outer join,✔️,24,0.48
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,21,10,peek at data,✔️,19,0.38
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,22,11,count unique values,✔️,3,0.06
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,23,12,group by variable,✔️,27,0.54
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,24,13,create child table,✔️,18,0.36
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,25,13,group by variable,✔️,27,0.54
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,26,13,create a frequency table,✔️,13,0.26
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,27,14,canonicalize variable names,✔️,31,0.62
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,28,14,self join dataset,✔️,1,0.02
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,29,14,deduplicate,✔️,10,0.2
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,30,14,sort,✔️,22,0.44
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,31,14,trim by quantitative threshold,✔️,18,0.36
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,32,15,canonicalize variable names,✔️,31,0.62
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,33,15,remove variables,✔️,31,0.62
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,34,15,outer join,✔️,24,0.48
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,35,17,deduplicate,✔️,10,0.2
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,36,17,sort,✔️,22,0.44
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,37,16,annotations,✔️,5,0.1
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,38,16,group by variable,✔️,27,0.54
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,39,16,sort,✔️,22,0.44
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,40,16,export,✔️,32,0.64
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,41,16,trim by quantitative threshold,✔️,18,0.36
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,42,17,repetitive code,✔️,17,0.34
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,43,17,export,✔️,32,0.64
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,44,17,trim by quantitative threshold,✔️,18,0.36
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,45,18,gather,✔️,6,0.12
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,46,19,group by variable,✔️,27,0.54
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,47,19,count unique values,✔️,3,0.06
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,48,19,sort,✔️,22,0.44
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,49,19,outer join,✔️,24,0.48
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,50,19,figure a rate,✔️,23,0.46
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,51,19,compare groups,✔️,27,0.54
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,52,20,group by variable,✔️,27,0.54
buzzfeednews,2019-04-democratic-candidate-codonors,analyze-campaign-codonors.ipynb,53,21,aggregate,✔️,23,0.46
correctiv,awb-notebook,awb_meldungen.ipynb,0,1,format values,✔️,15,0.3
correctiv,awb-notebook,awb_meldungen.ipynb,1,2,construct a subroutine,✔️,14,0.28
correctiv,awb-notebook,awb_meldungen.ipynb,2,2.1,load,✔️,42,0.84
correctiv,awb-notebook,awb_meldungen.ipynb,3,2.2,create a unique key,✔️,11,0.22
correctiv,awb-notebook,awb_meldungen.ipynb,4,2,generate dataset identification,✔️,5,0.1
correctiv,awb-notebook,awb_meldungen.ipynb,5,2,canonicalize variable names,✔️,31,0.62
correctiv,awb-notebook,awb_meldungen.ipynb,6,4,change var type,✔️,34,0.68
correctiv,awb-notebook,awb_meldungen.ipynb,7,4,remove incomplete data,✔️,13,0.26
correctiv,awb-notebook,awb_meldungen.ipynb,8,4,export,✔️,32,0.64
correctiv,awb-notebook,awb_meldungen.ipynb,9,4,union datasets,✔️,18,0.36
correctiv,awb-notebook,awb_meldungen.ipynb,10,4,combine periodic data,✔️,5,0.1
correctiv,awb-notebook,awb_meldungen.ipynb,11,4,peek at data,✔️,19,0.38
correctiv,awb-notebook,awb_meldungen.ipynb,12,5,remove non-data rows,✔️,6,0.12
correctiv,awb-notebook,awb_meldungen.ipynb,13,6,union datasets,✔️,18,0.36
correctiv,awb-notebook,awb_meldungen.ipynb,14,6,canonicalize variable names,✔️,31,0.62
correctiv,awb-notebook,awb_meldungen.ipynb,15,10,peek at data,✔️,19,0.38
correctiv,awb-notebook,awb_meldungen.ipynb,16,7,remove non-data rows,✔️,6,0.12
correctiv,awb-notebook,awb_meldungen.ipynb,17,8,construct a subroutine,✔️,14,0.28
correctiv,awb-notebook,awb_meldungen.ipynb,18,8,change var type,✔️,34,0.68
correctiv,awb-notebook,awb_meldungen.ipynb,19,9,impute missing data,✔️,5,0.1
correctiv,awb-notebook,awb_meldungen.ipynb,20,9,silently dropping values after groupby,✔️,1,0.02
correctiv,awb-notebook,awb_meldungen.ipynb,21,9,test for null values,✔️,1,0.02
correctiv,awb-notebook,awb_meldungen.ipynb,22,9,union datasets,✔️,18,0.36
correctiv,awb-notebook,awb_meldungen.ipynb,23,10,create a frequency table,✔️,13,0.26
correctiv,awb-notebook,awb_meldungen.ipynb,24,11,resolve entities,✔️,4,0.08
correctiv,awb-notebook,awb_meldungen.ipynb,25,40,replace na values,✔️,12,0.24
correctiv,awb-notebook,awb_meldungen.ipynb,26,40,remove variables,✔️,31,0.62
correctiv,awb-notebook,awb_meldungen.ipynb,27,40,peek at data,✔️,19,0.38
correctiv,awb-notebook,awb_meldungen.ipynb,28,40,aggregate,✔️,23,0.46
correctiv,awb-notebook,awb_meldungen.ipynb,29,14,export,✔️,32,0.64
correctiv,awb-notebook,awb_meldungen.ipynb,30,40,sort,✔️,22,0.44
correctiv,awb-notebook,awb_meldungen.ipynb,31,40,group by variable,✔️,27,0.54
correctiv,awb-notebook,awb_meldungen.ipynb,32,41,union datasets,✔️,18,0.36
correctiv,awb-notebook,awb_meldungen.ipynb,33,16,calculate a statistic,✔️,7,0.14
correctiv,awb-notebook,awb_meldungen.ipynb,34,17,describe statistically,✔️,8,0.16
correctiv,awb-notebook,awb_meldungen.ipynb,35,20,calculate a statistic,✔️,7,0.14
correctiv,awb-notebook,awb_meldungen.ipynb,36,22,create a frequency table,✔️,13,0.26
correctiv,awb-notebook,awb_meldungen.ipynb,37,23,visualize data,✔️,26,0.52
correctiv,awb-notebook,awb_meldungen.ipynb,38,26,lookup table values,✔️,6,0.12
correctiv,awb-notebook,awb_meldungen.ipynb,39,29,identify extreme values,✔️,9,0.18
correctiv,awb-notebook,awb_meldungen.ipynb,40,42,sort,✔️,22,0.44
fivethirtyeight,bechdel,analyze-bechdel.R,0,lines 13-14,load,✔️,42,0.84
fivethirtyeight,bechdel,analyze-bechdel.R,1,line 16-17,trim by date range,✔️,16,0.32
fivethirtyeight,bechdel,analyze-bechdel.R,2,19-20,calculate spread,✔️,11,0.22
fivethirtyeight,bechdel,analyze-bechdel.R,3,22-25,figure a rate,✔️,23,0.46
fivethirtyeight,bechdel,analyze-bechdel.R,4,28-41,split and compute,✔️,12,0.24
fivethirtyeight,bechdel,analyze-bechdel.R,5,31-32,union datasets,✔️,18,0.36
fivethirtyeight,bechdel,analyze-bechdel.R,6,28-29,data type shyness,✔️,1,0.02
fivethirtyeight,bechdel,analyze-bechdel.R,7,44,visualize data,✔️,26,0.52
fivethirtyeight,bechdel,analyze-bechdel.R,8,line 55-56,interpret statistical/ml model,✔️,5,0.1
fivethirtyeight,bechdel,analyze-bechdel.R,9,67-71,describe statistically,✔️,8,0.16
fivethirtyeight,bechdel,analyze-bechdel.R,10,67-71,calculate a statistic,✔️,7,0.14
fivethirtyeight,bechdel,analyze-bechdel.R,11,67-71,remove incomplete data,✔️,13,0.26
fivethirtyeight,bechdel,bechdel,0,the data,inner join,✔️,8,0.16
fivethirtyeight,bechdel,bechdel,1,the data,adjust for inflation,✔️,3,0.06
fivethirtyeight,bob-ross,bob-ross,0,in article,collect raw data,✔️,5,0.1
fivethirtyeight,bob-ross,cluster-paintings.py,0,line 17,load,✔️,42,0.84
fivethirtyeight,bob-ross,cluster-paintings.py,1,19,remove non-data rows,✔️,6,0.12
fivethirtyeight,bob-ross,cluster-paintings.py,2,line 22,remove variables,✔️,31,0.62
fivethirtyeight,bob-ross,cluster-paintings.py,3,lines 27-32,trim by quantitative threshold,✔️,18,0.36
fivethirtyeight,bob-ross,cluster-paintings.py,4,line 34-35,standardize variable,✔️,4,0.08
fivethirtyeight,bob-ross,cluster-paintings.py,5,line 36,interpret statistical/ml model,✔️,5,0.1
fivethirtyeight,bob-ross,cluster-paintings.py,6,line 41,construct data pipeline,✔️,8,0.16
fivethirtyeight,buster-posey-mvp,baseball_imgcap_for_release.py,0,lines 15-29,collect raw data,✔️,5,0.1
fivethirtyeight,buster-posey-mvp,catcher_framing_capture.R,0,whole article,compare groups,✔️,27,0.54
fivethirtyeight,buster-posey-mvp,catcher_framing_capture.R,1,line 29,calculate spread,✔️,11,0.22
fivethirtyeight,buster-posey-mvp,catcher_framing_capture.R,2,lines 38-55,repetitive code,✔️,17,0.34
fivethirtyeight,buster-posey-mvp,catcher_framing_capture.R,3,line 68-76,describe statistically,✔️,8,0.16
fivethirtyeight,buster-posey-mvp,catcher_framing_capture.R,4,lines 78-83,visualize data,✔️,26,0.52
fivethirtyeight,infrastructure-jobs,article,0,page 2,show trend over time,✔️,18,0.36
fivethirtyeight,infrastructure-jobs,article,1,page 3,compare groups,✔️,27,0.54
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,0,line 15,load,✔️,42,0.84
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,1,line 15,govt data portal,✔️,11,0.22
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,1,line 15,govt data portal,✔️,11,0.22
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,1,line 15,govt data portal,✔️,11,0.22
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,2,20,load,✔️,42,0.84
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,3,20,standardize categorical variables,✔️,5,0.1
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,4,lines 21-22,outer join,✔️,24,0.48
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,5,lines 21-22,create lookup table,✔️,6,0.12
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,6,25,load,✔️,42,0.84
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,7,lines 26-29,create a unique key,✔️,11,0.22
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,8,line 31,inner join,✔️,8,0.16
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,9,33,inner join,✔️,8,0.16
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,10,40,trim by categorical value,✔️,22,0.44
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,11,40,trim by categorical value,✔️,22,0.44
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,12,41,trim by geographic area,✔️,11,0.22
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,13,42,consolidate variables,✔️,7,0.14
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,14,42,change var type,✔️,34,0.68
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,15,line 43,remove variables,✔️,31,0.62
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,16,line 47,cross tabulate,✔️,9,0.18
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,17,line 48,export,✔️,32,0.64
fivethirtyeight,infrastructure-jobs,infrastructure-jobs.R,18,15,standardize categorical variables,✔️,5,0.1
fivethirtyeight,librarians,librarians.R,0,13,load,✔️,42,0.84
fivethirtyeight,librarians,librarians.R,1,13,govt data portal,✔️,11,0.22
fivethirtyeight,librarians,librarians.R,1,13,govt data portal,✔️,11,0.22
fivethirtyeight,librarians,librarians.R,1,13,govt data portal,✔️,11,0.22
fivethirtyeight,librarians,librarians.R,2,line 14,canonicalize variable names,✔️,31,0.62
fivethirtyeight,librarians,librarians.R,3,lines 15-56,change var type,✔️,34,0.68
fivethirtyeight,librarians,librarians.R,4,lines 18-19,visualize data,✔️,26,0.52
fivethirtyeight,librarians,librarians.R,5,lines 21-24,interpret statistical/ml model,✔️,5,0.1
fivethirtyeight,librarians,librarians.R,6,26,interpret statistical/ml model,✔️,5,0.1
fivethirtyeight,librarians,librarians.R,7,31,visualize data,✔️,26,0.52
fivethirtyeight,librarians,librarians.R,8,33,visualize data,✔️,26,0.52
fivethirtyeight,us-weather-history,article,0,page 3,show trend over time,✔️,18,0.36
fivethirtyeight,us-weather-history,article,1,whole article,compare groups,✔️,27,0.54
fivethirtyeight,us-weather-history,visualize_weather.py,0,line 16,load,✔️,42,0.84
fivethirtyeight,us-weather-history,visualize_weather.py,1,line 17,describe statistically,✔️,8,0.16
fivethirtyeight,us-weather-history,visualize_weather.py,2,lines 19-20,wrangle data for graphics,✔️,20,0.4
fivethirtyeight,us-weather-history,visualize_weather.py,3,line 31,trim by date range,✔️,16,0.32
fivethirtyeight,us-weather-history,visualize_weather.py,4,32,trim by date range,✔️,16,0.32
fivethirtyeight,us-weather-history,visualize_weather.py,5,36,create child table,✔️,18,0.36
fivethirtyeight,us-weather-history,visualize_weather.py,6,line 46,visualize data,✔️,26,0.52
fivethirtyeight,us-weather-history,visualize_weather.py,7,57,trim by quantitative threshold,✔️,18,0.36
fivethirtyeight,us-weather-history,visualize_weather.py,8,60,visualize data,✔️,26,0.52
fivethirtyeight,us-weather-history,wunderground_parser.py,0,line 6,construct a subroutine,✔️,14,0.28
fivethirtyeight,us-weather-history,wunderground_parser.py,1,line 20,export,✔️,32,0.64
fivethirtyeight,us-weather-history,wunderground_parser.py,2,line 30,load,✔️,42,0.84
fivethirtyeight,us-weather-history,wunderground_parser.py,3,lines 58-64,validate data quality with domain-specific rules,✔️,1,0.02
fivethirtyeight,us-weather-history,wunderground_scraper.py,0,lines 8-16,scrape web for data,✔️,3,0.06
